date,tournament_type,home_team,away_team,home_score,away_score,home_elo_before,away_elo_before,home_elo_after,away_elo_after
1967-01-11,CONCACAF Championship qualification,JAMAICA,CURAÇAO,1,1,938.5688525542445,1030.5017997247392,943.2235988388784,1027.3986355349832
1967-01-12,CONCACAF Championship qualification,CUBA,HAITI,1,1,781.7514340020963,1007.5304222113205,792.0396049040936,1000.6716416099889
1967-01-13,CONCACAF Championship qualification,CURAÇAO,TRINIDAD AND TOBAGO,1,2,1027.3986355349832,1004.6530776455219,1013.9749280569497,1024.788638862572
1967-01-14,CONCACAF Championship qualification,JAMAICA,CUBA,2,1,943.2235988388784,792.0396049040936,954.3819697371167,784.6006909719347
1967-01-16,CONCACAF Championship qualification,HAITI,TRINIDAD AND TOBAGO,4,2,1000.6716416099889,1024.788638862572,1021.8438415063332,1010.6738389316758
1967-01-17,Copa América,URUGUAY,BOLIVIA,4,0,1393.418376863565,1215.0792907583034,1404.8120895254349,1207.483482317057
1967-01-17,CONCACAF Championship qualification,CURAÇAO,CUBA,2,2,1013.9749280569497,784.6006909719347,1007.0330329801161,795.013533587185
1967-01-17,Friendly,EGYPT,GERMAN DR,1,2,1068.1461520607488,1249.2589031073558,1063.7671540066547,1255.827400188497
1967-01-18,Copa América,ARGENTINA,PARAGUAY,4,1,1529.9095806149708,1298.1184923408769,1538.5393906879074,1292.3652856255858
1967-01-18,Copa América,CHILE,VENEZUELA,2,0,1316.8312696206774,840.5766292789914,1319.2296872728245,838.97768417756
1967-01-18,Friendly,GUATEMALA,HONDURAS,3,1,1015.6332220374217,931.7577581332824,1025.7070669118661,925.0418615503195
1967-01-18,CONCACAF Championship qualification,JAMAICA,TRINIDAD AND TOBAGO,1,1,954.3819697371167,1010.6738389316758,957.2730942025639,1008.7464226213777
1967-01-19,CONCACAF Championship qualification,CURAÇAO,HAITI,0,1,1007.0330329801161,1021.8438415063332,994.9698324216481,1039.938642344035
1967-01-20,Friendly,EGYPT,GERMAN DR,0,3,1063.7671540066547,1255.827400188497,1059.1911770119673,1262.691365680528
1967-01-20,CONCACAF Championship qualification,CUBA,TRINIDAD AND TOBAGO,1,2,795.013533587185,1008.7464226213777,789.3152849782691,1017.2937955347514
1967-01-21,CONCACAF Championship qualification,JAMAICA,HAITI,0,1,957.2730942025639,1039.938642344035,947.6156999616976,1054.4247337053346
1967-01-21,Friendly,MARTINIQUE,GUADELOUPE,2,1,927.4735942438807,903.6652645547193,939.2115170969878,895.8399826526479
1967-01-21,Copa América,URUGUAY,VENEZUELA,4,0,1404.8120895254349,838.97768417756,1406.4134642347638,837.9101010380075
1967-01-22,Copa América,BOLIVIA,ARGENTINA,0,1,1207.483482317057,1538.5393906879074,1204.221002965627,1543.4331097150525
1967-01-22,Copa América,CHILE,PARAGUAY,4,2,1319.2296872728245,1292.3652856255858,1337.5017561901432,1280.1839063473733
1967-01-22,Friendly,DR CONGO,CONGO,4,1,893.3754667376035,915.8387226177728,908.0664569561286,906.044729138756
1967-01-22,Friendly,HONDURAS,GUATEMALA,1,1,925.0418615503195,1025.7070669118661,928.4245826067013,1023.4519195409449
1967-01-22,Friendly,TUNISIA,TURKEY,0,0,971.9633027872578,1127.3314527697917,976.9982954770497,1123.974790976597
1967-01-23,Friendly,MARTINIQUE,FRENCH GUIANA,2,1,939.2115170969878,784.7329617006639,946.5513854107633,779.8397161581469
1967-01-24,Friendly,EGYPT,GERMAN DR,2,2,1059.1911770119673,1262.691365680528,1065.5129073322996,1258.4768788003064
1967-01-25,Copa América,PARAGUAY,BOLIVIA,1,0,1280.1839063473733,1204.221002965627,1295.0162426087804,1194.3327787913554
1967-01-25,Copa América,ARGENTINA,VENEZUELA,5,1,1543.4331097150525,837.9101010380075,1544.164684346113,837.4223846173005
1967-01-26,Copa América,URUGUAY,CHILE,2,2,1406.4134642347638,1337.5017561901432,1404.0640663160666,1341.025853068189
1967-01-26,African Cup of Nations qualification,LIBERIA,GUINEA,2,2,782.1058858741867,874.778397713435,786.7963656738018,871.6514111803582
1967-01-28,Copa América,ARGENTINA,CHILE,2,0,1544.164684346113,1341.025853068189,1553.5487155813296,1334.7698322447113
1967-01-28,Copa América,BOLIVIA,VENEZUELA,0,3,1194.3327787913554,837.4223846173005,1169.8679815675287,874.1195804530406
1967-01-28,Friendly,NIGERIA,GHANA,2,2,887.9324239421878,1127.550587681932,895.1057137150133,1122.7683945000483
1967-01-29,Friendly,BURKINA FASO,NIGER,3,2,789.5141267603647,786.8579499603915,802.0178004856439,778.522167476872
1967-01-29,Friendly,SUDAN,GERMAN DR,1,2,964.1056309959555,1258.4768788003064,961.4986053750557,1262.387417231656
